Year,Week,BA_NSA,HBA_NSA,WBA_NSA,CBA_NSA,YY_BA_NSA,YY_HBA_NSA,YY_WBA_NSA,YY_CBA_NSA
2021,33,95230,31510,11530,11740,-15.3,-15.04,-12.05,-14.68
2021,34,95750,31530,11350,11530,-8.29,-6.99,-4.94,-8.35
2021,35,95490,31120,11360,11390,-6.47,-7.49,-4.94,-11.29
2021,36,80400,26210,9810,9310,-21.18,-21.76,-18.59,-27.44
2021,37,97030,31090,11320,11220,21.44,17.41,22.38,10.11
2021,38,96400,31780,11700,11630,-1.46,-2.13,2.18,-7.4
2021,39,93390,31090,11270,11610,-2.28,-2.66,-0.53,-7.27
2021,40,92810,30920,11130,11530,1.34,1.74,2.11,-3.6
2021,41,87280,28790,10240,10620,-0.68,-1.2,-3.4,-5.09
2021,42,73600,24540,8720,9430,-10.45,-8.98,-9.54,-10.02
2021,43,113160,37860,13710,14490,23.58,22.45,25.09,19.06
2021,44,88570,29800,10820,11410,-0.24,0.88,-0.09,-0.17
2021,45,74890,25570,9110,9840,-7.84,-6.98,-9.44,-7.26
2021,46,103970,34700,12660,13140,31.42,31.09,29.85,29.2
2021,47,69610,23590,8590,9380,-17.43,-17.32,-15.87,-16.62
2021,48,82200,27420,10180,10400,27.96,25.84,24.0,19.13
2021,49,91200,30120,11390,11570,15.59,17.52,18.52,18.91
2021,50,91150,30490,11620,11560,4.83,4.7,4.5,3.86
2021,51,69790,23400,9070,9180,-18.36,-18.95,-19.16,-18.33
2021,52,42440,14210,5630,5500,-29.17,-30.92,-31.0,-32.35
2022,1,113210,38180,15440,14390,1.78,-0.78,-5.1,3.9
2022,2,112950,37220,13980,14160,-21.18,-20.23,-23.48,-12.21
2022,3,106360,33700,12470,12460,-12.3,-13.61,-18.18,-3.49
2022,4,117450,36790,13570,13140,-7.25,-10.68,-12.85,-7.53
2022,5,112120,36210,13320,13000,-9.12,-7.67,-10.06,-1.14
2022,6,114070,35310,12770,12880,-4.58,-9.07,-10.45,-7.6
2022,7,111520,34980,12540,12850,8.56,6.81,4.33,8.16
2022,8,112600,34700,12220,12600,-2.96,-7.96,-12.02,-7.42
2022,9,118640,36100,12940,13120,-1.08,-8.24,-7.9,-8.83
2022,10,115630,35970,12740,12740,-5.01,-9.83,-11.53,-11.1
2022,11,114020,36020,12800,12880,-7.96,-10.2,-11.54,-10.56
2022,12,110080,35180,12400,12580,-12.59,-13.41,-14.89,-12.46
2022,13,105500,33520,11820,11060,-13.6,-14.07,-15.09,-19.09
2022,14,107320,34220,11940,11350,-8.48,-9.13,-10.29,-11.95
2022,15,108570,33810,11590,11200,-16.69,-18.57,-21.05,-17.46
2022,16,120350,36720,12780,11300,-7.71,-11.0,-13.3,-14.2
2022,17,110310,36080,12480,12700,-18.22,-15.54,-16.8,-9.87
2022,18,105330,34760,12170,12610,-17.32,-14.68,-15.72,-4.25
2022,19,101130,34490,12260,13080,-12.66,-8.59,-6.84,2.51
2022,20,103410,34780,12070,13190,-16.06,-14.52,-15.42,-3.51
2022,21,101100,34090,11790,12550,-14.32,-14.09,-19.52,-9.19
2022,22,84550,28390,10050,10580,-12.05,-11.78,-16.18,-5.2
2022,23,104320,34690,12330,12450,-4.5,-5.63,-6.09,-7.37
2022,24,99770,33760,11780,12570,12.62,13.06,7.09,14.69
2022,25,88500,29920,10380,10890,-28.09,-27.36,-31.8,-27.16
2022,26,96650,33090,11420,12260,-4.35,-2.53,-8.05,-0.24
2022,27,76640,25620,9040,9410,-9.07,-7.27,-10.85,-2.89
2022,28,96210,32330,11260,11470,-5.55,-4.63,-9.34,-3.86
2022,29,97910,32970,11330,11870,-1.06,0.49,-4.47,0.94
2022,30,95010,31500,11050,11110,-1.76,-0.44,-5.8,-2.03
2022,31,91820,30250,10690,10780,-5.44,-4.27,-8.55,-4.94
2022,32,93540,31040,11010,11070,-2.08,-1.71,-5.09,-4.82
2022,33,93360,30760,10870,10820,-1.96,-2.38,-5.72,-7.84
2022,34,95560,31140,10870,11110,-0.2,-1.24,-4.23,-3.64
2022,35,96280,31550,11040,11300,0.83,1.38,-2.82,-0.79
2022,36,80810,26140,9100,9160,0.51,-0.27,-7.24,-1.61
2022,37,96770,31980,11010,11520,-0.27,2.86,-2.74,2.67
2022,38,95580,31690,11110,11280,-0.85,-0.28,-5.04,-3.01
2022,39,93520,31190,11050,11300,0.14,0.32,-1.95,-2.67
2022,40,94510,31210,11020,11290,1.83,0.94,-0.99,-2.08
2022,41,89560,29610,10360,10640,2.61,2.85,1.17,0.19
2022,42,92670,30590,10940,10740,25.91,24.65,25.46,13.89
2022,43,92720,30990,11170,10900,-18.06,-18.15,-18.53,-24.78
2022,44,88200,29290,10440,10620,-0.42,-1.71,-3.51,-6.92
2022,45,90270,30020,10740,10770,20.54,17.4,17.89,9.45
2022,46,84150,27800,10230,9640,-19.06,-19.88,-19.19,-26.64
2022,47,65660,21800,7870,8110,-5.67,-7.59,-8.38,-13.54
2022,48,79340,25860,9570,9170,-3.48,-5.69,-5.99,-11.83
2022,49,89570,29300,10580,10430,-1.79,-2.72,-7.11,-9.85
2022,50,88630,29490,11040,10330,-2.76,-3.28,-4.99,-10.64
2022,51,84380,28670,11060,10550,20.91,22.52,21.94,14.92
2022,52,33480,11020,4270,4030,-21.11,-22.45,-24.16,-26.73
2023,1,86850,28930,11300,10300,-23.28,-24.23,-26.81,-28.42
2023,2,129060,42060,15520,14870,14.26,13.0,11.02,5.01
2023,3,103910,33560,11980,11700,-2.3,-0.42,-3.93,-6.1
2023,4,122120,39070,13680,13230,3.98,6.2,0.81,0.68
2023,5,122990,39460,13330,13070,9.69,8.98,0.08,0.54
2023,6,118340,38640,12960,13440,3.74,9.43,1.49,4.35
2023,7,113750,37430,12950,12890,2.0,7.0,3.27,0.31
2023,8,110690,35880,12450,11910,-1.7,3.4,1.88,-5.48
2023,9,124330,40550,14220,13230,4.8,12.33,9.89,0.84
2023,10,123230,39850,13700,13400,6.57,10.79,7.54,5.18
2023,11,128340,41430,14450,14090,12.56,15.02,12.89,9.39
2023,12,123580,39900,13900,13320,12.26,13.42,12.1,5.88
2023,13,119270,38920,13470,12980,13.05,16.11,13.96,17.36
2023,14,112490,36510,12640,12020,4.82,6.69,5.86,5.9
2023,15,111770,36240,12450,12030,2.95,7.19,7.42,7.41
2023,16,116100,37650,12640,12600,-3.53,2.53,-1.1,11.5
2023,17,117730,39110,13710,13260,6.73,8.4,9.86,4.41
2023,18,115240,37790,12860,13020,9.41,8.72,5.67,3.25
2023,19,108040,34890,11400,12370,6.83,1.16,-7.01,-5.43
2023,20,110910,36160,11930,12700,7.25,3.97,-1.16,-3.71
2023,21,110060,35720,11650,12580,8.86,4.78,-1.19,0.24
2023,22,89830,28710,9690,9780,6.24,1.13,-3.58,-7.56
2023,23,110090,35830,11620,12070,5.53,3.29,-5.76,-3.05
2023,24,110880,35820,12030,11920,11.14,6.1,2.12,-5.17
2023,25,105670,33810,11140,11100,19.4,13.0,7.32,1.93
2023,26,109440,35640,11730,11770,13.23,7.71,2.71,-4.0
2023,27,84580,27190,8850,8680,10.36,6.13,-2.1,-7.76
2023,28,111470,36070,11460,11780,15.86,11.57,1.78,2.7
2023,29,110780,35140,11120,11840,13.14,6.58,-1.85,-0.25
2023,30,106490,33090,10700,11260,12.08,5.05,-3.17,1.35
2023,31,105160,32810,10550,10950,14.53,8.46,-1.31,1.58
2023,32,105280,33220,11010,11730,12.55,7.02,0.0,5.96
2023,33,104410,33370,11690,11730,11.84,8.49,7.54,8.41
2023,34,103660,33170,11590,11100,8.48,6.52,6.62,-0.09
2023,35,105700,33870,12300,11210,9.78,7.35,11.41,-0.8
2023,36,91270,30800,12590,9420,12.94,17.83,38.35,2.84
2023,37,106710,36410,14390,11250,10.27,13.85,30.7,-2.34
2023,38,106130,35360,13940,11470,11.04,11.58,25.47,1.68
2023,39,105060,33780,12920,11100,12.34,8.3,16.92,-1.77
2023,40,104210,33720,13190,10940,10.26,8.04,19.69,-3.1
2023,41,95980,31110,12130,9810,7.17,5.07,17.08,-7.8
2023,42,105780,34300,14010,10450,14.15,12.13,28.06,-2.7
2023,43,99770,33380,12500,11480,7.6,7.71,11.91,5.32
2023,44,95390,32200,12390,10670,8.15,9.94,18.68,0.47
2023,45,95480,31270,11140,11060,5.77,4.16,3.72,2.69
2023,46,95090,30870,11810,10210,13.0,11.04,15.44,5.91
2023,47,75760,23660,8340,8390,15.38,8.53,5.97,3.45
2023,48,87040,27620,9540,9520,9.71,6.81,-0.31,3.82
2023,49,98000,33210,11850,11230,9.41,13.34,12.0,7.67
2023,50,92690,31900,10960,10370,4.58,8.17,-0.72,0.39
2023,51,91910,31090,10940,11750,8.92,8.44,-1.08,11.37
2023,52,34750,11110,4080,4340,3.79,0.82,-4.45,7.69
2024,1,96910,32770,12620,11460,11.58,13.27,11.68,11.26
2024,2,125120,41130,14140,13400,-3.05,-2.21,-8.89,-9.89
2024,3,105810,34850,11750,11450,1.83,3.84,-1.92,-2.14
2024,4,119660,38210,13190,12910,-2.01,-2.2,-3.58,-2.42
2024,5,131220,40460,13540,13470,6.69,2.53,1.58,3.06
2024,6,122430,38390,12220,13230,3.46,-0.65,-5.71,-1.56
2024,7,108650,35000,11540,12030,-4.48,-6.49,-10.89,-6.67
2024,8,111230,35570,11800,11940,0.49,-0.86,-5.22,0.25
2024,9,117270,37720,12510,12700,-5.68,-6.98,-12.03,-4.01
2024,10,115430,36770,12010,12650,-6.33,-7.73,-12.34,-5.6
2024,11,116050,37010,12400,12750,-9.58,-10.67,-14.19,-9.51
2024,12,120450,37560,12350,13090,-2.53,-5.86,-11.15,-1.73
2024,13,119750,36580,12240,12640,0.4,-6.01,-9.13,-2.62
2024,14,109640,35370,11380,12800,-2.53,-3.12,-9.97,6.49
2024,15,110130,35330,11190,12910,-1.47,-2.51,-10.12,7.32
2024,16,109820,35500,11370,12740,-5.41,-5.71,-10.05,1.11
2024,17,114960,36390,12310,13070,-2.35,-6.95,-10.21,-1.43
2024,18,109240,36620,11790,13640,-5.21,-3.1,-8.32,4.76
2024,19,108810,36110,11510,13920,0.71,3.5,0.96,12.53
2024,20,101800,33770,11870,11840,-8.21,-6.61,-0.5,-6.77
2024,21,100360,33850,11610,11930,-8.81,-5.24,-0.34,-5.17
2024,22,85530,28200,9890,9910,-4.79,-1.78,2.06,1.33
2024,23,103750,34570,11610,12140,-5.76,-3.52,-0.09,0.58
2024,24,102530,33340,11060,11640,-7.53,-6.92,-8.06,-2.35
2024,25,95610,30940,9990,10850,-9.52,-8.49,-10.32,-2.25
2024,26,100490,32270,10740,11380,-8.18,-9.46,-8.44,-3.31
2024,27,78420,24840,8520,8500,-7.28,-8.64,-3.73,-2.07
2024,28,96040,30550,10190,10490,-13.84,-15.3,-11.08,-10.95
2024,29,95670,31100,10390,10750,-13.64,-11.5,-6.56,-9.21
2024,30,94090,31180,10200,10950,-11.64,-5.77,-4.67,-2.75
2024,31,93300,30800,9950,10880,-11.28,-6.13,-5.69,-0.64
2024,32,93710,30780,10060,10570,-10.99,-7.34,-8.63,-9.89
2024,33,97170,31590,10600,10980,-6.93,-5.33,-9.32,-6.39
2024,34,98520,32200,10700,11200,-4.96,-2.92,-7.68,0.9
2024,35,100120,32680,10890,11060,-5.28,-3.51,-11.46,-1.34
2024,36,83160,26860,8880,9260,-8.89,-12.79,-29.47,-1.7
2024,37,96850,31770,10300,11110,-9.24,-12.74,-28.42,-1.24
2024,38,96080,31580,10280,10990,-9.47,-10.69,-26.26,-4.18
2024,39,94350,31120,9990,11170,-10.19,-7.87,-22.68,0.63
2024,40,90200,30750,9510,11750,-13.44,-8.81,-27.9,7.4
2024,41,91010,31430,9520,12510,-5.18,1.03,-21.52,27.52
2024,42,92320,33130,9580,13830,-12.72,-3.41,-31.62,32.34
2024,43,91210,32080,9520,12700,-8.58,-3.89,-23.84,10.63
2024,44,94540,34090,9710,14700,-0.89,5.87,-21.63,37.77
2024,45,93190,30310,9440,11180,-2.4,-3.07,-15.26,1.08
2024,46,91170,32640,9530,14230,-4.12,5.73,-19.31,39.37
2024,47,93000,34150,9770,15040,22.76,44.34,17.15,79.26
2024,48,74210,27400,7940,12440,-14.74,-0.8,-16.77,30.67
2024,49,80630,28380,8970,11550,-17.72,-14.54,-24.3,2.85
2024,50,92630,32230,10760,12200,-0.06,1.03,-1.82,17.65
2024,51,90500,32130,10530,12520,-1.53,3.35,-3.75,6.55
2024,52,58840,21570,6660,9710,69.32,94.15,63.24,123.73
2025,1,11050,4450,1230,2370,-88.6,-86.42,-90.25,-79.32
2025,2,139070,50000,16730,20070,11.15,21.57,18.32,49.78
2025,3,136500,48640,15250,19430,29.0,39.57,29.79,69.69
2025,4,99490,35210,10880,13700,-16.86,-7.85,-17.51,6.12
2025,5,112070,39010,12280,14380,-14.59,-3.58,-9.31,6.76
2025,6,113300,39080,12170,14510,-7.46,1.8,-0.41,9.67
2025,7,111190,37890,11540,14310,2.34,8.26,0.0,18.95
2025,8,102970,35400,10740,13260,-7.43,-0.48,-8.98,11.06
2025,9,113640,37660,11910,12750,-3.1,-0.16,-4.8,0.39
2025,10,117290,40300,11980,15270,1.61,9.6,-0.25,20.71
2025,11,130280,52180,11920,27380,12.26,40.99,-3.87,114.75
2025,12,130770,41200,11880,15910,8.57,9.69,-3.81,21.54
2025,13,120470,40910,11470,16260,0.6,11.84,-6.29,28.64
2025,14,118880,40040,11700,14680,8.43,13.2,2.81,14.69
2025,15,117080,39010,11260,14430,6.31,10.42,0.63,11.77
2025,16,114960,38170,11060,14000,4.68,7.52,-2.73,9.89
2025,17,120190,49430,10790,26510,4.55,35.83,-12.35,102.83
2025,18,113080,36230,11340,12170,3.52,-1.06,-3.82,-10.78
2025,19,116720,43370,11150,20050,7.27,20.11,-3.13,44.04
2025,20,108260,38640,10870,15390,6.35,14.42,-8.42,29.98
2025,21,109490,40050,10970,16790,9.1,18.32,-5.51,40.74
2025,22,92270,33700,9170,14430,7.88,19.5,-7.28,45.61
2025,23,106540,37550,10500,14890,2.69,8.62,-9.56,22.65
2025,24,109780,42530,10340,20420,7.07,27.56,-6.51,75.43
2025,25,91210,33280,8310,15560,-4.6,7.56,-16.82,43.41
2025,26,122120,43940,11560,18950,21.52,36.16,7.64,66.52
